Megamek Unit Database
This file can be regenerated with java -jar MegaMek.jar -export filename
Type,SubType,Name,Model,BV,Cost (Loaded), Cost (Unloaded),Year,Techlevel,Tonnage,Tech,Canon,Walk,Run,Jump
Infantry,Wheeled,Clan Mechanized Wheeled Squad,(LRM),13,736000,736000,3050,Clan advanced,5.0,IS,Non-Canon,3,3,0
Infantry,Wheeled,Clan Mechanized Wheeled Squad,(MG),14,569600,569600,3050,Clan advanced,5.0,IS,Non-Canon,3,3,0
Infantry,Wheeled,Clan Mechanized Wheeled Squad,(Rifle),14,281600,281600,3050,Clan advanced,5.0,IS,Non-Canon,4,4,0
Infantry,Wheeled,Clan Mechanized Wheeled Squad,(SRM),14,864000,864000,3050,Clan advanced,5.0,IS,Non-Canon,3,3,0
Infantry,Motorized,Clan Motorized Squad,(Flamer),13,736000,736000,3050,Clan advanced,1.05,IS,Non-Canon,2,2,0
Infantry,Motorized,Clan Motorized Squad,(Laser),15,2816000,2816000,3050,Clan advanced,1.05,IS,Non-Canon,3,3,0
Infantry,Motorized,Clan Motorized Squad,(LRM),15,1840000,1840000,3050,Clan advanced,1.05,IS,Non-Canon,2,2,0
Infantry,Motorized,Clan Motorized Squad,(MG),17,1424000,1424000,3050,Clan advanced,1.05,IS,Non-Canon,2,2,0
Infantry,Motorized,Clan Motorized Squad,(Rifle),18,704000,704000,3050,Clan advanced,1.05,IS,Non-Canon,3,3,0
Infantry,Motorized,Clan Motorized Squad,(SRM),17,2160000,2160000,3050,Clan advanced,1.05,IS,Non-Canon,2,2,0
Infantry,Tracked,Field Artillery,(Arrow IV),207,2060000,2060000,3050,IS advanced,44.0,IS,Non-Canon,1,1,0
Infantry,Tracked,Field Artillery,(Sniper),113,1906000,1906000,3050,IS advanced,49.0,IS,Non-Canon,1,1,0
Infantry,Tracked,Field Artillery,(Thumper),87,1792000,1792000,3050,IS advanced,44.0,IS,Non-Canon,1,1,0
Infantry,Tracked,Field Gunners,(AC10),286,2012000,2012000,3050,IS advanced,54.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(AC2),203,1904000,1904000,3050,IS advanced,56.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(AC20),382,2220000,2220000,3050,IS advanced,58.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(AC5),256,1988500,1988500,3050,IS advanced,55.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(Gauss),351,1920000,1920000,3050,IS advanced,44.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LAC2),257,2314000,2314000,3050,IS advanced,63.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LAC5),343,2375000,2375000,3050,IS advanced,58.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LBX10),331,2440000,2440000,3050,IS advanced,52.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LBX2),219,2213200,2213200,3050,IS advanced,56.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LBX20),485,2868000,2868000,3050,IS advanced,58.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(LBX5),289,2395000,2395000,3050,IS advanced,55.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(Light Gauss),349,2190000,2190000,3050,IS advanced,54.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(RAC2),381,2134000,2134000,3050,IS advanced,55.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(RAC5),502,2174000,2174000,3050,IS advanced,50.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(UAC10),437,2264000,2264000,3050,IS advanced,56.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(UAC2),268,2084000,2084000,3050,IS advanced,60.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(UAC20),317,2100000,2100000,3050,IS advanced,44.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Field Gunners,(UAC5),365,2227000,2227000,3050,IS advanced,58.0,IS,Non-Canon,3,3,0
Infantry,Leg,Foot Squad,(Flamer),17,640000,640000,3025,IS advanced,0.7,IS,Non-Canon,0,0,0
Infantry,Leg,Foot Squad,(Laser),17,2470000,2470000,3025,IS advanced,0.7,IS,Non-Canon,1,1,0
Infantry,Leg,Foot Squad,(LRM),13,1150000,1150000,3025,IS advanced,0.5,IS,Non-Canon,0,0,0
Infantry,Leg,Foot Squad,(MG),19,1070000,1070000,3025,IS advanced,0.7,IS,Non-Canon,0,0,0
Infantry,Leg,Foot Squad,(Rifle),20,620000,620000,3025,IS advanced,0.7,IS,Non-Canon,1,1,0
Infantry,Leg,Foot Squad,(SRM),17,1440000,1440000,3025,IS advanced,0.6,IS,Non-Canon,0,0,0
Infantry,Jump,Jump Squad,(Flamer),21,1664000,1664000,3025,IS advanced,1.26,IS,Non-Canon,1,1,2
Infantry,Jump,Jump Squad,(Laser),22,6422000,6422000,3025,IS advanced,1.26,IS,Non-Canon,1,1,3
Infantry,Jump,Jump Squad,(LRM),16,2990000,2990000,3025,IS advanced,0.9,IS,Non-Canon,1,1,2
Infantry,Jump,Jump Squad,(MG),24,2782000,2782000,3025,IS advanced,1.26,IS,Non-Canon,1,1,2
Infantry,Jump,Jump Squad,(Rifle),26,1612000,1612000,3025,IS advanced,1.26,IS,Non-Canon,1,1,3
Infantry,Jump,Jump Squad,(SRM),21,3744000,3744000,3025,IS advanced,1.08,IS,Non-Canon,1,1,2
Infantry,Hover,Mechanized Hover Squad,(Flamer),12,294400,294400,3050,IS advanced,5.0,IS,Non-Canon,4,4,0
Infantry,Hover,Mechanized Hover Squad,(Laser),13,1126400,1126400,3050,IS advanced,5.0,IS,Non-Canon,5,5,0
Infantry,Hover,Mechanized Hover Squad,(LRM),11,678400,678400,3050,IS advanced,4.0,IS,Non-Canon,4,4,0
Infantry,Hover,Mechanized Hover Squad,(MG),14,569600,569600,3050,IS advanced,5.0,IS,Non-Canon,4,4,0
Infantry,Hover,Mechanized Hover Squad,(Rifle),15,281600,281600,2000,IS advanced,5.0,IS,Non-Canon,5,5,0
Infantry,Hover,Mechanized Hover Squad,(SRM),12,806400,806400,2000,IS advanced,4.0,IS,Non-Canon,4,4,0
Infantry,Tracked,Mechanized Tracked Squad,(Flamer),18,403200,403200,2000,IS advanced,7.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Mechanized Tracked Squad,(Laser),16,1580800,1580800,2000,IS advanced,7.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Mechanized Tracked Squad,(LRM),13,736000,736000,2000,IS advanced,5.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Mechanized Tracked Squad,(MG),19,684800,684800,2000,IS advanced,7.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Mechanized Tracked Squad,(Rifle),18,396800,396800,2000,IS advanced,7.0,IS,Non-Canon,3,3,0
Infantry,Tracked,Mechanized Tracked Squad,(SRM),16,921600,921600,2000,IS advanced,6.0,IS,Non-Canon,3,3,0
Infantry,Wheeled,Mechanized Wheeled Squad,(Flamer),16,345600,345600,2000,IS advanced,6.0,IS,Non-Canon,4,4,0
Infantry,Wheeled,Mechanized Wheeled Squad,(Laser),15,1356800,1356800,2000,IS advanced,6.0,IS,Non-Canon,4,4,0
Infantry,Wheeled,Mechanized Wheeled Squad,(LRM),10,678400,678400,2000,IS advanced,4.0,IS,Non-Canon,3,3,0
Infantry,Wheeled,Mechanized Wheeled Squad,(MG),16,627200,627200,2000,IS advanced,6.0,IS,Non-Canon,3,3,0
Infantry,Wheeled,Mechanized Wheeled Squad,(Rifle),17,339200,339200,2000,IS advanced,6.0,IS,Non-Canon,4,4,0
Infantry,Wheeled,Mechanized Wheeled Squad,(SRM),14,864000,864000,2000,IS advanced,5.0,IS,Non-Canon,3,3,0
Infantry,Motorized,Motorized Squad,(Flamer),24,1008000,1008000,2000,IS advanced,1.47,IS,Non-Canon,3,3,0
Infantry,Motorized,Motorized Squad,(Laser),21,3952000,3952000,2000,IS advanced,1.47,IS,Non-Canon,3,3,0
Infantry,Motorized,Motorized Squad,(LRM),15,1840000,1840000,2000,IS advanced,1.05,IS,Non-Canon,2,2,0
Infantry,Motorized,Motorized Squad,(MG),23,1712000,1712000,2000,IS advanced,1.47,IS,Non-Canon,2,2,0
Infantry,Motorized,Motorized Squad,(Rifle),25,992000,992000,2000,IS advanced,1.47,IS,Non-Canon,3,3,0
Infantry,Motorized,Motorized Squad,(SRM),20,2304000,2304000,2000,IS advanced,1.26,IS,Non-Canon,2,2,0
BattleArmor,Leg,IS Prototype,(Flamer),168,0,0,3051,IS unofficial,1.0,IS,Non-Canon,1,1,0
BattleArmor,Leg,IS Prototype,(Laser),185,0,0,3051,IS unofficial,1.0,IS,Non-Canon,1,1,0
BattleArmor,Leg,IS Prototype,(MG),163,0,0,3051,IS unofficial,1.0,IS,Non-Canon,1,1,0
BattleArmor,Leg,IS Prototype,(SRM),146,0,0,3051,IS unofficial,1.0,IS,Non-Canon,1,1,0
BattleArmor,Jump,Kell Hound Point,(Flamer),279,0,0,3052,Clan unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Point,(Laser),311,0,0,3052,Clan unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Point,(MG),268,0,0,3052,Clan unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Point,(SRM),235,0,0,3052,Clan unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Squad,(Flamer),207,0,0,3052,IS unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Squad,(Laser),231,0,0,3052,IS unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Squad,(MG),199,0,0,3052,IS unofficial,1.0,IS,Non-Canon,1,1,3
BattleArmor,Jump,Kell Hound Squad,(SRM),175,0,0,3052,IS unofficial,1.0,IS,Non-Canon,1,1,0
'Mech,BattleMech,Archer,ARC-2R (C),1721,6656974,6452974,3053,IS experimental,70.0,IS,Non-Canon,4,6,0
'Mech,BattleMech,Atlas,AS7-D (C),2273,10400000,10052000,3053,IS experimental,100.0,IS,Non-Canon,3,5,0
'Mech,Omni,Blackjack,BJ2-OE-DR,2001,9130156,9055156,3059,IS experimental,50.0,IS,Non-Canon,4,6,4
'Mech,Omni,Firestarter,FS9-OG-DR,1713,10701635,10484135,3059,IS experimental,45.0,IS,Non-Canon,6,9,6
'Mech,BattleMech,Victor,C,1925,8352120,8146920,3053,IS experimental,80.0,IS,Non-Canon,4,6,4
'Mech,BattleMech,Morpheus,MPR-3 L'Morte II,1358,15845280,15843630,3067,IS experimental,65.0,IS,Non-Canon,6,9,6
'Mech,Omni,Cougar,(Collin Yukinov),2107,7320938,7320938,3132,Clan advanced,35.0,IS,Non-Canon,5,8,7
'Mech,BattleMech,Cyclops,CP-10-HQ,1107,8628660,8463360,3025,IS Introductory Box Set,90.0,IS,Canon,4,6,0
'Mech,BattleMech,Hatamoto-Chi Shin,HTM-28T,2174,17174520,17005320,3067,IS TW non-box set,80.0,IS,Non-Canon,4,6,3
'Mech,BattleMech,Hatchetman,HCT-3F-SW,854,3129390,3111990,3025,IS Introductory Box Set,45.0,IS,Non-Canon,4,6,4
'Mech,BattleMech,Hatchetman,HCT-3NH,835,3116340,3098940,3025,IS Introductory Box Set,45.0,IS,Non-Canon,4,6,4
'Mech,BattleMech,Kintaro,KTO-19-RS,1160,4981907,4702907,2750,IS TW non-box set,55.0,IS,Non-Canon,5,8,0
'Mech,BattleMech,Lancelot,LNC25-05,1380,12982400,12980800,3050,IS TW non-box set,60.0,IS,Canon,6,9,0
'Mech,BattleMech,Locust,(Mavis Morgan),715,3375000,3375000,3132,IS advanced,20.0,IS,Non-Canon,12,18,0
'Mech,BattleMech,Longbow,LGW-OW-SM,1636,7445325,7278825,3025,IS Introductory Box Set,85.0,IS,Non-Canon,3,5,0
'Mech,BattleMech,Mad Cat Mk II,(Gus Edgington),2691,25942600,25866600,3132,Clan advanced,90.0,IS,Non-Canon,4,6,6
'Mech,BattleMech,Mad Cat Mk II,(Joyna Simms),2537,25013500,24861500,3132,Clan advanced,90.0,IS,Non-Canon,4,6,5
'Mech,BattleMech,Stalker,STK-4P,1417,6936575,6781175,3025,IS Introductory Box Set,85.0,IS,Canon,3,5,0
'Mech,Omni,Thor (Summoner),Coelocanth,2666,21100365,20909115,3050,Clan TW,70.0,IS,Non-Canon,5,8,5
Tank,Wheeled,Command Van,,279,218763,185438,3025,IS Introductory Box Set,15.0,IS,Non-Canon,6,9,0
Tank,Tracked,Mobile Long Tom,LT-MOB-35,586,1111867,1078542,2600,IS unofficial,55.0,IS,Non-Canon,2,3,0
Tank,Hover,Pegasus Scout Hover Tank,(Ammo),654,894625,802825,3025,IS Introductory Box Set,35.0,IS,Non-Canon,8,12,0
Tank,Tracked,Puma,2750,1264,5869013,5699363,2750,IS TW non-box set,95.0,IS,Non-Canon,3,5,0
Tank,Tracked,Ammo Carrier,(SP Sniper)-BT,488,736750,606250,3025,IS TW non-box set,50.0,IS,Non-Canon,4,6,0
Tank,Tracked,Athena Fire Direction Control Carrier,BT,257,146200,145000,3025,IS Introductory Box Set,20.0,IS,Non-Canon,5,8,0
Tank,Hover,Beatie Hover Tank,BT,758,2764667,2656667,3025,IS Introductory Box Set,50.0,IS,Non-Canon,10,15,0
Tank,Wheeled,Behemoth Belfry,BT,1208,2602833,2441833,3025,IS Introductory Box Set,80.0,IS,Non-Canon,2,3,0
Tank,Hover,Freefall Drop APC,BT,259,447525,401625,3025,IS Introductory Box Set,35.0,IS,Non-Canon,8,12,0
Tank,Hover,Harrier Hover Tank,BT,790,2724667,2670667,3025,IS Introductory Box Set,50.0,IS,Non-Canon,10,15,0
Tank,Wheeled,Interloper Urban Scout Tank,BT,539,781963,716750,3025,IS Introductory Box Set,35.0,IS,Non-Canon,4,6,0
Tank,Wheeled,Kruger Combat Car,BT,368,208290,208290,3025,IS Introductory Box Set,12.0,IS,Non-Canon,7,11,0
Tank,Tracked,Leviathan Belfry,BT,1124,2873100,2653500,3025,IS Introductory Box Set,80.0,IS,Non-Canon,1,2,0
Tank,Wheeled,Mauler City Tank,BT,892,1351969,1259844,3025,IS Introductory Box Set,75.0,IS,Non-Canon,3,5,0
Tank,Tracked,Predator Tank Destroyer,BT,480,839188,824688,3025,IS Introductory Box Set,45.0,IS,Non-Canon,5,8,0
Tank,Tracked,Prowler Explorer Vehicle,BT,640,2253183,2164833,2750,IS TW non-box set,55.0,IS,Non-Canon,4,6,0
Tank,Tracked,Self Propelled Sniper,BT,298,866500,857500,3025,IS advanced,50.0,IS,Non-Canon,4,6,0
Tank,Hover,Whirlwind Hover Tank,BT,478,1352100,1348500,3025,IS Introductory Box Set,40.0,IS,Non-Canon,8,12,0
Tank,Wheeled,Battlemech Recovery Vehicle,(Clan)-FLU,90,391667,391667,3050,Clan TW,50.0,IS,Non-Canon,6,9,0
Tank,Wheeled,Coolant Truck,(Clan)-FLU,171,132250,132250,3050,Clan TW,30.0,IS,Non-Canon,3,5,0
Tank,Tracked,Engineering Vehicle,(Clan)-FLU,152,336000,336000,3050,Clan TW,40.0,IS,Non-Canon,6,9,0
Tank,Hover,Falcon Truck,FLU,146,126750,126750,3050,Clan TW,15.0,IS,Non-Canon,9,14,0
Tank,Wheeled,Flatbed Truck,(Clan)-FLU,34,26250,26250,3050,Clan TW,10.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Heavy Battlemech Recovery Vehicle,(Clan)-FLU,176,585000,585000,3050,Clan TW,70.0,IS,Non-Canon,4,6,0
Tank,Hover,Heavy Hover Truck,(Kai)-FLU,697,752000,720000,3051,IS TW non-box set,30.0,IS,Non-Canon,7,11,0
Tank,Wheeled,Jeep,(Clan)-FLU,78,26906,26906,3050,Clan TW,5.0,IS,Non-Canon,7,11,0
Tank,Wheeled,M.A.S.H. Truck,(Clan)-FLU,135,102125,102125,3050,Clan advanced,15.0,IS,Non-Canon,4,6,0
Tank,Tracked,Mining Robot,FLU,299,444792,444792,3025,IS Introductory Box Set,25.0,IS,Non-Canon,5,8,0
Tank,Tracked,Tracked Scout,FLU,285,199200,199200,3025,IS Introductory Box Set,20.0,IS,Non-Canon,6,9,0
Tank,Hover,Weapons Carrier B,FLU,369,646250,556250,3025,IS Introductory Box Set,25.0,IS,Non-Canon,9,14,0
Tank,Hover,Gausspanzer,Mk III-NA,1206,1596667,1476667,3056,IS TW non-box set,50.0,IS,Non-Canon,7,11,0
Tank,Hover,Hammer Assault Hovertank,NA,1140,8596667,8556667,3057,IS TW non-box set,50.0,IS,Non-Canon,10,15,0
Tank,Hover,Plainsmaster,NA,494,734500,734500,3055,IS TW non-box set,15.0,IS,Non-Canon,12,18,0
Tank,Hover,Talos Hovercraft,B-NA,953,8896667,8741667,3056,IS TW non-box set,50.0,IS,Non-Canon,9,14,0
Tank,Hover,Talos Hovercraft,NA,1071,9004167,8779167,3056,IS TW non-box set,50.0,IS,Non-Canon,9,14,0
Tank,Tracked,Trailblazer Heavy Tank,NA,1253,18371926,18247126,3050,IS TW non-box set,95.0,IS,Non-Canon,3,5,0
Tank,Wheeled,Aikuchi,Prime-UK,1387,9522500,9490000,3058,IS TW non-box set,60.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Aikuchi,A-UK,1358,9850750,9587500,3058,IS TW non-box set,60.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Aikuchi,B-UK,1232,9512750,9408750,3058,IS TW non-box set,60.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Aikuchi,C-UK,1277,9888125,9498125,3058,IS TW non-box set,60.0,IS,Non-Canon,5,8,0
Tank,Tracked,Air Defence Vehicle,(ADV10)-UK,693,3626400,3524000,3050,IS TW non-box set,60.0,IS,Non-Canon,4,6,0
Tank,Tracked,Air Defence Vehicle,(ADV5)-UK,672,3272000,3200000,3050,IS TW non-box set,60.0,IS,Non-Canon,4,6,0
Tank,Hover,Arashi Heavy Hovertank,UK,835,3330700,3125500,3050,IS TW non-box set,45.0,IS,Non-Canon,10,15,0
Tank,Tracked,Bludgen,UK,1807,4014563,3702563,3058,Clan TW,95.0,IS,Non-Canon,3,5,0
Tank,Tracked,Bulldog II,(C)-UK,1198,5395600,5320000,3055,IS experimental,40.0,IS,Non-Canon,6,9,0
Tank,Tracked,Demolisher,(Mk III)-UK,1710,12515400,12177000,3058,IS TW non-box set,80.0,IS,Non-Canon,3,5,0
Tank,Tracked,Dominator,A-UK,2082,22182000,21680000,3058,IS experimental,100.0,IS,Non-Canon,3,5,0
Tank,Tracked,Dominator,B-UK,2484,21322000,20960000,3058,IS experimental,100.0,IS,Non-Canon,3,5,0
Tank,Hover,Drillson Heavy Hover Tank,(SB Mk II)-UK,978,2348333,2293333,3025,IS Introductory Box Set,50.0,IS,Non-Canon,9,14,0
Tank,Hover,Drillson Heavy Hover Tank,(SRM II)-UK,834,1191000,1082000,3025,IS Introductory Box Set,50.0,IS,Non-Canon,8,12,0
Tank,Wheeled,Escort,UK,371,249700,220000,3025,IS Introductory Box Set,20.0,IS,Non-Canon,7,11,0
Tank,Hover,Gnat,UK,232,900667,900667,3058,IS TW non-box set,20.0,IS,Non-Canon,10,15,0
Tank,Tracked,Goblin IIC,UK,1324,6293000,6211250,3058,Clan TW,50.0,IS,Non-Canon,5,8,0
Tank,Hover,Harasser Missile Platform,(Flamer)-UK,230,339750,333750,3025,IS Introductory Box Set,25.0,IS,Non-Canon,10,15,0
Tank,Hover,Harasser Missile Platform,(Laser-UK),296,375000,375000,3025,IS Introductory Box Set,25.0,IS,Non-Canon,10,15,0
Tank,Hover,Harasser Missile Platform,(LRM-UK),399,492000,401250,3025,IS Introductory Box Set,25.0,IS,Non-Canon,10,15,0
Tank,Hover,J. Edgar Light Hover Tank II,UK,503,709000,707500,3025,IS Introductory Box Set,25.0,IS,Non-Canon,11,17,0
Tank,Tracked,Jagd Tiger,UK,911,1251108,1126333,3050,IS TW non-box set,55.0,IS,Non-Canon,4,6,0
Tank,Tracked,Kamayari,Prime-UK,1510,26006250,25768750,3058,IS advanced,90.0,IS,Non-Canon,3,5,0
Tank,Tracked,Kamayari,A-UK,1612,19510625,19439375,3058,IS TW non-box set,90.0,IS,Non-Canon,3,5,0
Tank,Tracked,Kamayari,B-UK,1719,22173594,21841094,3058,IS TW non-box set,90.0,IS,Non-Canon,3,5,0
Tank,Tracked,Kamayari,C-UK,1588,20759875,20600750,3058,IS TW non-box set,90.0,IS,Non-Canon,3,5,0
Tank,Tracked,Kamayari,D-UK,1617,19831250,19261250,3058,IS TW non-box set,90.0,IS,Non-Canon,3,5,0
Tank,Tracked,King Tiger Heavy Tank,UK,1379,3754625,3543750,3050,IS TW non-box set,75.0,IS,Non-Canon,3,5,0
Tank,Hover,Magari Yara,Prime-UK,1198,10222000,10093750,3058,IS TW non-box set,45.0,IS,Non-Canon,11,17,0
Tank,Hover,Magari Yara,A-UK,1061,9820625,9796875,3058,IS TW non-box set,45.0,IS,Non-Canon,11,17,0
Tank,Hover,Magari Yara,B-UK,950,10260000,10212500,3058,IS TW non-box set,45.0,IS,Non-Canon,11,17,0
Tank,Hover,Magari Yara,C-UK,1025,9735125,9606875,3058,IS TW non-box set,45.0,IS,Non-Canon,11,17,0
Tank,Wheeled,Martiobarbuli SP,UK,1009,3564000,3504000,3060,IS experimental,40.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Mobile Headquarters,(Kurita)-UK,435,460312,460312,3025,IS advanced,25.0,IS,Non-Canon,6,9,0
Tank,Hover,Mosquito,UK,992,1969000,1645000,3058,IS TW non-box set,50.0,IS,Non-Canon,8,12,0
Tank,Wheeled,Packrat LRPV,(PKR-D6)-UK,406,444950,415250,3025,IS Introductory Box Set,20.0,IS,Non-Canon,7,11,0
Tank,Wheeled,Packrat LRPV,(PKR-D7)-UK,509,456500,423500,3025,IS Introductory Box Set,20.0,IS,Non-Canon,7,11,0
Tank,Wheeled,Packrat LRPV,(PKR-D8)-UK,407,429000,363000,3025,IS Introductory Box Set,20.0,IS,Non-Canon,7,11,0
Tank,Wheeled,Packrat LRPV,(PKR-D9)-UK,333,382800,352000,3025,IS Introductory Box Set,20.0,IS,Non-Canon,7,11,0
Tank,Tracked,Partisan Air Defense Tank,(3059)-UK,978,4571100,4495500,3059,IS TW non-box set,80.0,IS,Non-Canon,3,5,0
Tank,Tracked,Patton II,(C)-UK,1780,15786750,15608250,3058,IS experimental,75.0,IS,Non-Canon,4,6,0
Tank,Tracked,Punisher Heavy Tank,UK,1256,10942333,10823333,3058,IS TW non-box set,70.0,IS,Non-Canon,4,6,0
Tank,Hover,Pyros Hover Tank,UK,1815,3741000,3525000,3058,Clan TW,50.0,IS,Non-Canon,8,12,0
Tank,Tracked,Rommel II,(C) SSRM-UK,1870,14275188,13910313,3055,IS experimental,75.0,IS,Non-Canon,4,6,0
Tank,Tracked,Rommel II,(C)-UK,1919,14158813,13888438,3055,IS experimental,75.0,IS,Non-Canon,4,6,0
Tank,Hover,Ronin,UK,762,1506625,1489625,3058,IS TW non-box set,35.0,IS,Non-Canon,8,12,0
Tank,Tracked,Sabre Support Tank,UK,1982,4384875,4038375,3058,Clan TW,65.0,IS,Non-Canon,3,5,0
Tank,Hover,Savannah Master 2,(C3)-UK,85,343292,343292,3050,IS TW non-box set,5.0,IS,Non-Canon,13,20,0
Tank,Hover,Savannah Master 2,(TAG)-UK,85,123292,123292,3050,IS TW non-box set,5.0,IS,Non-Canon,13,20,0
Tank,Hover,Savannah Master,IIC-UK,270,109083,109083,3058,Clan TW,5.0,IS,Non-Canon,12,18,0
Tank,Hover,Spartha Recon Hovercraft,UK,1062,4012000,4012000,3060,IS experimental,30.0,IS,Non-Canon,10,15,0
Tank,Wheeled,Striker Light Tank,(Kurita)-UK,585,654206,646862,3058,IS TW non-box set,35.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Striker Light Tank,A-UK,595,639518,551393,3025,IS Introductory Box Set,35.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Striker Light Tank,C-UK,539,729112,610143,3025,IS Introductory Box Set,35.0,IS,Non-Canon,5,8,0
Tank,Wheeled,Striker Light Tank,D-UK,569,635112,507331,3025,IS Introductory Box Set,35.0,IS,Non-Canon,5,8,0
Tank,Tracked,Tiger,UK,851,1216233,1122458,3050,IS TW non-box set,55.0,IS,Non-Canon,4,6,0
Tank,Hover,Tormentor,UK,844,2984667,2876667,3058,IS TW non-box set,50.0,IS,Non-Canon,10,15,0
Tank,Wheeled,Truck,(20 Tons)-UK,61,66000,66000,3025,IS Introductory Box Set,20.0,IS,Non-Canon,4,6,0
Tank,Wheeled,Urban Guerilla,UK,817,1216125,1168875,3058,IS TW non-box set,70.0,IS,Non-Canon,4,6,0
Tank,Hover,Assault Hovercraft,TF,1146,1600000,1520000,2750,IS TW non-box set,50.0,IS,Non-Canon,8,12,0
Tank,Hover,Caravan Hovertank,(T-100)-TF,681,1911000,1855000,2750,IS TW non-box set,50.0,IS,Non-Canon,8,12,0
Tank,Hover,LRM Hovertank,TF,961,2518333,2278333,3025,IS Introductory Box Set,50.0,IS,Non-Canon,9,14,0
Tank,Wheeled,Mountain Lion Armored Car,TF,646,784300,753250,3025,IS Introductory Box Set,30.0,IS,Non-Canon,5,8,0
Tank,Hover,NarcMaster,TF,794,3639133,3615333,3050,IS TW non-box set,35.0,IS,Non-Canon,9,14,0
Tank,Hover,Ranger,TF,953,8301667,8191667,3065,IS TW non-box set,50.0,IS,Non-Canon,10,15,0
'Mech,BattleMech,Alliance,ALI-1A-BT,1807,9160000,9076000,3025,IS Introductory Box Set,100.0,IS,Non-Canon,3,5,0
'Mech,BattleMech,Alliance,ALI-2A-BT,2032,9728000,9548000,3025,IS Introductory Box Set,100.0,IS,Non-Canon,3,5,0
'Mech,BattleMech,Alliance,ALI-3A-BT,2064,9794000,9680000,3025,IS Introductory Box Set,100.0,IS,Non-Canon,3,5,3
'Mech,BattleMech,Alliance,ALI-4A-BT,1959,9276000,9216000,3025,IS Introductory Box Set,100.0,IS,Non-Canon,3,5,0
'Mech,BattleMech,Alliance,ALI-5A-BT,2024,9536000,9476000,3025,IS Introductory Box Set,100.0,IS,Non-Canon,3,5,3
'Mech,BattleMech,Avatar,AVT-7A-BT,1912,10514640,10379640,3050,IS advanced,80.0,IS,Non-Canon,4,6,0
'Mech,BattleMech,Avatar,AVT-7B-BT,1502,9955740,9907140,3050,IS advanced,80.0,IS,Non-Canon,4,6,0
'Mech,BattleMech,Avatar,AVT-7C-BT,1566,10101720,10090920,3050,IS advanced,80.0,IS,Non-Canon,4,6,0
'Mech,BattleMech,Bandicoot,KGR-BGT-BT,1712,11057906,11057906,3050,IS TW non-box set,55.0,IS,Non-Canon,5,8,5
'Mech,BattleMech,Battleax,BTX-7K-BT,1271,6418634,6270734,3025,IS Introductory Box Set,70.0,IS,Non-Canon,4,6,4
'Mech,BattleMech,Boomer,BMR-100-BT,2822,23276000,22956000,3050,IS TW non-box set,100.0,IS,Non-Canon,3,5,3
'Mech,BattleMech,Brian,BRN-1-BT,1844,8533280,8250180,3050,IS TW non-box set,90.0,IS,Non-Canon,3,5,0
'Mech,BattleMech,Centurion Maximus,CNT-9-BT,1662,15295000,15015000,3050,IS TW non-box set,75.0,IS,Non-Canon,4,6,0
'Mech,BattleMech,Charger,CGR-1A2-BT,1588,7549320,7549320,3025,IS Introductory Box Set,80.0,IS,Non-Canon,4,6,0
