Chassis|Model|MUL ID|Combined|Clan|Source|File Location|Weight|Intro Date|Experimental year|Advanced year|Standard year|Extinct Year|Unit Type|Role|BV|Cost|Rules|Engine Name|Internal Structure|Myomer|Cockpit Type|Gyro Type|Armor Types|Equipment|Manufacturer|Factory|Targeting|Comms|Armor|JJ|Engine|Chassis|Capabilities|Overview|History|Deployment|Notes
Annihilator|ANH-5W|8386|Annihilator ANH-5W|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Annihilator ANH-5W.mtf|100.0|3134|||3134|-|Biped Mech|Sniper|2595|11576667|2|200 Fusion|IS Endo Steel|Standard|Standard Cockpit|Compact Gyro|IS Standard,|CLGaussRifle,CLMediumPulseLaser,CLCASEII,CLDoubleHeatSink|Unknown|Unknown|Wasat Aggressor Type 5|Garret T19-G|Starshield Special-b|--|Nissan 200|Star League MN-01|yes|yes|yes|yes|--
Atlas|AS7-K-DC|3749|Atlas AS7-K-DC|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS7-K-DC.mtf|100.0|3050||3050||-|Biped Mech|Sniper|2158|23252000|3|300 XL|IS Standard|Standard|Command Console|Standard Gyro|IS Standard,|Heat Sink,ISERLargeLaser,ISAntiMissileSystem,LRM 20,ISCASE,ISGaussRifle,ISMediumPulseLaser|Field Refit|Field Refit|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS7-S3-DC|8437|Atlas AS7-S3-DC|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS7-S3-DC.mtf|100.0|3064||3064||-|Biped Mech|Sniper|2278|19310000|3|300 Light|IS Standard|Standard|Command Console|Standard Gyro|IS Standard,|ISDoubleHeatSink,PPC,ISAntiMissileSystem,LRM 15,ISArtemisIV,ISCASE,ISGaussRifle|Defiance Industries|Hesperus II|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300 Light|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS7-S3|5461|Atlas AS7-S3|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS7-S3.mtf|100.0|3062||3062|3067|-|Biped Mech|Sniper|2378|18777500|2|300 Light|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|ISDoubleHeatSink,PPC,Small Laser,ISAntiMissileSystem,LRM 15,ISArtemisIV,ISGuardianECMSuite,ISCASE,ISGaussRifle|Defiance Industries|Hesperus II|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300 Light|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS7-S4|8436|Atlas AS7-S4|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS7-S4.mtf|100.0|3109|||3109|-|Biped Mech|Sniper|2568|14306000|2|300 Fusion|IS Standard|Standard|Standard Cockpit|Compact Gyro|IS Stealth,|ISDoubleHeatSink,ISERPPC,ISMediumXPulseLaser,ISGuardianECMSuite,ISGaussRifle,ISCASEII|Defiance Industries|Hesperus II|Angst Accuracy|Angst Discom|Unknown|--|Vlar 300 Light|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS8-K|8435|Atlas AS8-K|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS8-K.mtf|100.0|3140||3140||-|Biped Mech|Juggernaut|2668|27890000|3|300 XL|IS Standard|Standard|Standard Cockpit|Heavy Duty Gyro|IS Ballistic-Reinforced,|ISDoubleHeatSink,ISERLargeLaser,ISStreakSRM6,ISMML5,ISCASEII,ISGaussRifle,ISERMediumLaser|Independence Weaponry|Quentin|Matabushi Sentinel|Sipher Security Plus|Durallex Ballistic-Reinforced with CASE II|--|Vlar 300 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS8-KE|8434|Atlas AS8-KE|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS8-KE.mtf|100.0|3140||3140||-|Biped Mech|Juggernaut|2658|15306000|3|300 Fusion|IS Standard|Standard|Standard Cockpit|Heavy Duty Gyro|IS Ballistic-Reinforced,|ISERLargeLaser,ISMML5,ISCASEII,ISGaussRifle,ISDoubleHeatSink|Independence Weaponry|Quentin|Matabushi Sentinel|Sipher Security Plus|Durallex Ballistic-Reinforced with CASE II|--|Vlar 300 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|AS8-S|8433|Atlas AS8-S|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas AS8-S.mtf|100.0|3138|||3138|-|Biped Mech|Sniper|2789|26054000|3|300 XL (Clan)|IS Standard|Standard|Standard Cockpit|Compact Gyro|IS Standard,|ISDoubleHeatSink,CLERLargeLaser,ISStreakSRM6,CLLRM5,CLERMediumLaser,ISGuardianECMSuite,ISCASEII,ISImprovedHeavyGaussRifle|Defiance Industries|Hesperus II|Angst Accuracy|Angst Discom with Guardian ECM|Durallex Special Heavy with CASE II|--|Vlar ClanTech 300 XL|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|C 2|8431|Atlas C 2|true|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas C 2.mtf|100.0|2840|||2840|-|Biped Mech|Juggernaut|2736|11312000|2|300 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLERLargeLaser,CLERPPC,CLStreakSRM6,CLMediumPulseLaser,CLLBXAC20,CLCASE|Field Refit|Field Refit|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|C 3|8432|Atlas C 3|true|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas C 3.mtf|100.0|2842|2842|2844||-|Biped Mech|Sniper|2606|10596000|3|300 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|CLDoubleHeatSink,CLERLargeLaser,CLArrowIV,CLGaussRifle,CLCASE|Field Refit|Field Refit|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Atlas|C|3750|Atlas C|true|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas C.mtf|100.0|2830||2830|3077|-|Biped Mech|Juggernaut|2340|10076000|3|300 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Standard,|Heat Sink,Medium Laser,CLLRM20,CLStreakSRM6,CLUltraAC20,CLCASE|Field Refit|Field Refit|Angst Accuracy|Angst Discom|Durallex Special Heavy|--|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Atlas II|AS7-DK-H|8459|Atlas II AS7-DK-H|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Atlas II AS7-DK-H.mtf|100.0|3139|||3139|-|Biped Mech|Brawler|2599|29203333|2|400 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|CLERLargeLaser,ISRotaryAC5,SRM 6,CLERMediumLaser,ISCASEII,CLLRM20,ISDoubleHeatSink|Defiance Industries|Hesperus II|--|Army Corporation Type 29K|StarSlab/2 Ferro Fibrous with CASE II|Army Comm Class 5|Vlar 300|Foundation Type 10X|yes|yes|yes|yes|--
Flashman|FLS-10E|8445|Flashman FLS-10E|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Flashman FLS-10E.mtf|75.0|3144||3144||-|Biped Mech|Skirmisher|3349|26279313|3|375 XL (Clan)|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Reflective,|ISDoubleHeatSink,CLERLargeLaser,CLERMediumLaser,ISAntiMissileSystem,ISCASEII,Supercharger,CLERSmallLaser|Defiance Industries|Hesperus II|Faust/Shinji AT/TS|Duoteck 195|Bowie Glinting Blade Reflective|--|GM 375 XL|FLS/HV-1|yes|yes|yes|yes|--
Grand Dragon|DRG-12K|8446|Grand Dragon DRG-12K|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Grand Dragon DRG-12K.mtf|60.0|3147|||3147|-|Biped Mech|Skirmisher|2265|15415680|2|360 XL|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Light Ferro-Fibrous,|CLMediumPulseLaser,CLERPPC,ISCASEII,ISMASC,CLLRM10,ISDoubleHeatSink|Luthien Armor Works|Luthien|Eagle Eye SY10-10|Sipher CommSys 3|Starshield Light with CASE II|--|Hermes 360 XL|Nykvarn Type 58-66SH|yes|yes|yes|yes|--
Stalker|STK-9F|8444|Stalker STK-9F|false|Rec Guide:ilClan #24|data\mechfiles\mechs\Rec Guides ilClan\Vol 24\Stalker STK-9F.mtf|85.0|3142||3142||-|Biped Mech|Juggernaut|2469|14486425|3|255 Light|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Hardened,|ISDoubleHeatSink,CLLRM10,Medium Laser,CLLargePulseLaser,CLSRM6,ISTargeting Computer,ISCASEII,CLLightActiveProbe|Irian BattleMechs Unlimited|Shiro III|Wasat Aggressor|Irian E.A.R.|Riese-456|--|Strand 255|Irian Chassis Class 30|yes|yes|yes|yes|--
Chameleon|CLN-8V|9267|Chameleon CLN-8V|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon CLN-8V.mtf|50.0|3086|||3086|-|Biped Mech|Striker|1426|10117500|2|300 XL|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,ISERLargeLaser,ISMediumXPulseLaser,ISCASEII,Machine Gun,ISDoubleHeatSink|J.B. BattleMechs Inc.|Storfors|OptiSight-12|JoLex Systems|SimplePlate Manufacturers Type M with CASE II|McCloud Specials|Vlar 300 XL|Enran TXS2A|yes|yes|yes|yes|--
Chameleon|CLN-9V|9268|Chameleon CLN-9V|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon CLN-9V.mtf|50.0|3120|||3120|-|Biped Mech|Striker|1276|8829000|2|300 Light|IS Reinforced|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,ISERMediumLaser,Light PPC,ISSmallXPulseLaser,ISCASEII,Machine Gun,ISDoubleHeatSink|Defiance Industries|Hesperus II|OptiSight-12|JoLex Systems|StarSlab/4 Heavy Ferro-Fibrous with CASE II|McCloud Specials|Edasich 300 Light|Enran TXS2R Reinforced|yes|yes|yes|yes|--
Chameleon|TRC-4B|546|Chameleon TRC-4B|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon TRC-4B.mtf|50.0|2510|||2510|-|Biped Mech|Scout|999|4624500|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,Large Laser,Small Laser,Machine Gun,Heat Sink|Defiance Industries|Hesperus II|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Chameleon|TRC-4C|9405|Chameleon TRC-4C|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Chameleon TRC-4C.mtf|50.0|2820|||2820|-|Biped Mech|Scout|999|4624500|1|300 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Medium Laser,Large Laser,Small Laser,Machine Gun,Heat Sink|Defiance Industries|Hesperus II|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|yes|yes|yes|yes|--
Pouncer|F|4850|Pouncer F|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer F.mtf|40.0|3069||3069||-|Biped Mech|Scout|1308|8952125|3|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLHeavyFlamer,CLERFlamer,CLPlasmaCannon,Jump Jet,RemoteSensorDispenser,CLERMediumLaser,CLActiveProbe,CLCASE|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|G|9261|Pouncer G|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer G.mtf|40.0|3142|||3142|-|Biped Mech|Striker|1808|9637250|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLSRM4,CLImprovedMediumHeavyLaser,Jump Jet,CLCASEII,CLMediumPulseLaser,CLCASE|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|I|9263|Pouncer I|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer I.mtf|40.0|3142|||3142|-|Biped Mech|Missile Boat|1781|9308600|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLERLargePulseLaser,CLLRM20,CLArtemisV,Jump Jet,CLCASE|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|T|9262|Pouncer T|true|TRO: 3055|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer T.mtf|40.0|3142|||3142|-|Biped Mech|Scout|1573|8563188|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,ISPlasmaRifle,Jump Jet,CLERSmallLaser|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|W|9264|Pouncer W|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer W.mtf|40.0|3089|||3089|-|Biped Mech|Sniper|1751|8923250|2|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLLargePulseLaser,Jump Jet,CLImprovedMediumHeavyLaser,CLCASEII,CLCASE|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Pouncer|X|9265|Pouncer X|true|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Pouncer X.mtf|40.0|3147||3147||-|Biped Mech|Striker|1455|13298250|3|240 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Fibrous,|CLDoubleHeatSink,CLImprovedSmallHeavyLaser,IS Lance,Jump Jet,CLPlasmaCannon,Supercharger,CLLaserAntiMissileSystem,CLCASE|WC Primary Facility 5,Manufacturing Plant SFF-TW2|Tiber (Clan),CSF Titanic Mobile Production Facility|Dtrac Suite 4|Megaband System 21|Forging ZM15 Ferro-Fibrous|Grandthrust Mk. 4|Fusion 240 XL|DSAM Endo 4|yes|yes|yes|yes|--
Vindicator|VND-7L|9266|Vindicator VND-7L|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Vindicator VND-7L.mtf|45.0|3147|||3147|-|Biped Mech|Brawler|1566|4260970|2|180 Fusion|IS Reinforced|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,ISSmallXPulseLaser,ISDoubleHeatSink,CLERPPC,LRM 5,ISCASEII,ISERMediumLaser|Ceres Metals Industries|Capella|C-Apple Churchill|CeresCom Model 21-Rs|Starshield with CASE|Anderson Propulsion 30|GM 180|Ceresplex IV Reinforced|yes|yes|yes|yes|--
Wraith|TR5|9269|Wraith TR5|false|Rec Guide:ilClan #25|data\mechfiles\mechs\Rec Guides ilClan\Vol 25\Wraith TR5.mtf|55.0|3140|||3140|-|Biped Mech|Skirmisher|1581|18817465|2|330 XL|IS Endo-Composite|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|ISMediumXPulseLaser,ISLargeXPulseLaser,Improved Jump Jet,Supercharger,ISDoubleHeatSink|Curtiss Militech, Hellespont 'Mech Works|Paradise, Sian|Dynatec 2780|CurtissComm Mk I|Kallon FWL Special Ferro-Fibrous|CurtissJet 55|330 XL|Curtiss Wraith|yes|yes|yes|yes|--
Caesar|CES-5R|9321|Caesar CES-5R|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Caesar CES-5R.mtf|70.0|3148||3148||-|Biped Mech|Brawler|2192|14653773|3|280 XL|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Hardened,|ISERMediumLaser,ISSNPPC,ISGaussRifle,ISCASEII,ISDoubleHeatSink|Johnston Industries|New Syrtis|Randar Pinpoint-HY|Johnston Wide Band|Kallon Royalstar with CASE|--|GM 280 Extralight|Dorwinion CES Standard|yes|yes|yes|yes|--
Flea|FLE-21|9313|Flea FLE-21|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Flea FLE-21.mtf|20.0|3139|||3139|-|Biped Mech|Scout|823|4902000|2|180 Light|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Stealth,|ISERMediumLaser,ISDoubleHeatSink,ISGuardianECMSuite,ER Flamer,Supercharger|Earthwerks-FWL, Inc., Earthwerks-FWL, Inc., Earthwerks Ltd.|Asuncion, Bernardo, Grand Base|Dalban HiRez-B|Neil 2000|Livingston Ceramics|--|Unknown Light Fusion|Earthwerk Trooper M|yes|yes|yes|yes|--
Hermes II|HER-7A|9314|Hermes II HER-7A|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Hermes II HER-7A.mtf|40.0|3120|||3120|-|Biped Mech|Sniper|1121|6033580|2|240 Light|IS Endo Steel|Standard|Standard Cockpit|XL Gyro|IS Standard,|Flamer,ISMediumXPulseLaser,ISDoubleHeatSink,CLUltraAC10,ISCASEII|Irian BattleMechs Unlimited, Irian BattleMechs Unlimited|Irian,Shiro III|Wasat Aggressor|Irian E.A.R.|Riese-456|--|Unknown Light Fusion|Irian Second Generation Class 40 Endo Steel|yes|yes|yes|yes|--
Merlin|C|9319|Merlin C|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin C.mtf|60.0|3093|3093|3109||-|Biped Mech|Brawler|1870|6390400|3|240 Fusion (Clan)|Clan Standard|Standard|Standard Cockpit|Standard Gyro|Clan Ferro-Lamellor,|Jump Jet,CLImprovedMediumHeavyLaser,CLDoubleHeatSink,CLHeavyMG,CLFlamer,CLERPPC,CLStreakLRM5,CLCASE|Mountain Wolf BattleMechs|Alpheratz|Magestrix Gamma|Magestrix Alpha|Compound LZ-7|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1D|9316|Merlin MLN-1D|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1D.mtf|60.0|3090|||3090|-|Biped Mech|Sniper|1370|5446400|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Light PPC,ISDoubleHeatSink,Heavy Machine Gun,Flamer,ISCASE,PPC,LRM 5|Mountain Wolf BattleMechs, Vandenberg Mechanized Industries|Alpheratz, New Vandenberg|Magestrix Gamma|Magestrix Alpha|Longanecker PlastiSteel with CASE|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1E|9317|Merlin MLN-1E|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1E.mtf|60.0|3099|||3099|-|Biped Mech|Sniper|1369|5696800|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Standard,|Jump Jet,Light PPC,ISDoubleHeatSink,Flamer,PPC,ISMML5,ISCASEII|Mountain Wolf BattleMechs, Vandenberg Mechanized Industries|Alpheratz, New Vandenberg|Magestrix Gamma|Magestrix Alpha|Longanecker PlastiSteel with CASE|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Merlin|MLN-1P|9318|Merlin MLN-1P|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Merlin MLN-1P.mtf|60.0|3114|||3114|-|Biped Mech|Juggernaut|1182|6110400|2|240 Fusion|IS Standard|Standard|Standard Cockpit|Standard Gyro|IS Heavy Ferro-Fibrous,|Jump Jet,ISMediumVSPLaser,ISDoubleHeatSink,Flamer,ISLargeVSPLaser,LRM 5|Field Refit|Various|Magestrix Gamma|Magestrix Alpha|StarSlab-7 Heavy Ferro-Fibrous|Pitban LFT 50|Pitban 240|Heavy Star QAT-4|yes|yes|yes|yes|--
Naga II|A|9323|Naga II A|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II A.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|2160|26732213|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLBXAC20,CLDoubleHeatSink,CLERLargeLaser,CLStreakSRM6,CLERSmallLaser,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|B|9324|Naga II B|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II B.mtf|80.0|2866||2866|3049|-|Biped Mech|Missile Boat|2347|26922000|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLRM20,CLAntiMissileSystem,CLNarcBeacon,ISNarc Pods,CLDoubleHeatSink,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|C|9325|Naga II C|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II C.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|2177|26283000|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLStreakSRM6,CLLargePulseLaser,CLMediumPulseLaser,CLUltraAC5,CLLRM15,CLMG,CLDoubleHeatSink,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|H|9326|Naga II H|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II H.mtf|80.0|3059|||3059|-|Biped Mech|Brawler|2284|26594400|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLGaussRifle,CLHeavyLargeLaser,CLHeavyMediumLaser,CLLRM20,CLDoubleHeatSink,CLHeavySmallLaser,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|Prime|9322|Naga II Prime|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II Prime.mtf|80.0|2866|||2866|-|Biped Mech|Brawler|1840|26542313|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLLBXAC10,CLUltraAC10,CLLRM20,CLERSmallLaser,CLDoubleHeatSink,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Naga II|W|9327|Naga II W|true|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Naga II W.mtf|80.0|3138|||3138|-|Biped Mech|Sniper|2655|27422063|2|400 XL (Clan)|Clan Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Standard,|CLRotaryAC5,CLERPPC,CLDoubleHeatSink,CLERMediumLaser,CLCASEII,CLStreakLRM15,CLERSmallLaser,CLCASE|Refit|Various|Version Kappa-III TTS|Type G3, Mk. XII|Forged Type 34 Standard|--|Fusion 400 XL|Type BMH-7 Endo Steel|yes|yes|yes|yes|--
Quickdraw|QKD-9G|9320|Quickdraw QKD-9G|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Quickdraw QKD-9G.mtf|60.0|3144|||3144|-|Biped Mech|Skirmisher|2224|16564160|2|300 Light|IS Endo Steel|Standard|Standard Cockpit|Standard Gyro|IS Ferro-Fibrous,|ISERMediumLaser,Jump Jet,CLStreakSRM6,CLStreakSRM4,ISCASEII,Medium Laser,ISMASC,ISTargeting Computer,Supercharger,ISDoubleHeatSink|Technicron Manufacturing|Savannah|Dynatec 2180|Garret T12E|Unknown|--|Unknown|Unknown|yes|yes|yes|no|--
Starslayer|STY-4C|9315|Starslayer STY-4C|false|Rec Guide:ilClan #26|data\mechfiles\mechs\Rec Guides ilClan\Vol 26\Starslayer STY-4C.mtf|50.0|3145|||3145|-|Biped Mech|Skirmisher|2218|6625625|2|250 Fusion|IS Endo Steel|Triple-Strength|Standard Cockpit|Standard Gyro|IS Standard,|Triple Strength Myomer,ISDoubleHeatSink,CLImprovedHeavyLargeLaser,Jump Jet,CLERMediumLaser,ISSRM4IOS,Coolant Pod,CLERSmallLaser|Blue Shot Weapons|Loxley|FireScan with IndirecTrack|Tek BattleCom|Unknown|Odin’s Own Model 34z|Magna 250|Thor-4 Endo Steel|yes|yes|yes|yes|--
Gunslinger|GUN-3ERD|9354|Gunslinger GUN-3ERD|false|Rec Guide:ilClan #27|data\mechfiles\mechs\Rec Guides ilClan\Vol 27\Gunslinger GUN-3ERD.mtf|85.0|3131||3131||-|Biped Mech|Juggernaut|2844|17792375|3|255 XL (Clan)|IS Standard|Standard|Standard Cockpit|XL Gyro|IS Ballistic-Reinforced,|Jump Jet,ISSmallXPulseLaser,ISGaussRifle,ISCASEII,CLERMediumLaser,ISDoubleHeatSink|Defiance Industries, Independence Weaponry|Hesperus II,Quentin|Nashan Diana Mark II Targeting Computer|Nashan Quartet ComSy with Guardian ECM|Kevlar 5000|HildCo Model 12|Various Clan 255 XL|Star League XT|yes|yes|yes|yes|--
